CommectIds,Comments,Clean Comments,Sentiment Scores,Sentiments
BIS-2015-0023-0002,"I completely oppose this proposal.<br/><br/>With the new proposal published on June 3, the State Department claims to be &quot;clarifying&quot; the rules concerning &quot;technical data&quot; posted online or otherwise &quot;released&quot; into the &quot;public domain.&quot; To the contrary, however, the proposal would institute a massive new prior restraint on free speech.<br/><br/>Gunsmiths, manufacturers, reloaders, and do-it-yourselfers could all find themselves muzzled under the rule and unable to distribute or obtain the information they rely on to conduct these activities.",completely oppose proposal new proposal published june state department claim quot clarifying quot rule concerning quot technical data quot posted online otherwise quot released quot quot public domain quot contrary however proposal would institute massive new prior restraint free speech gunsmith manufacturer reloaders yourselfers could find muzzled rule unable distribute obtain information rely conduct activity,0.5106,Positive
BIS-2015-0023-0007,See Attached,see attached,0.0,Neutral
BIS-2015-0023-0006,See Attached,see attached,0.0,Neutral
USCBP-2008-0111-0003,"To Whom It May Concern:<br/><br/>Thank you for the opportunity to submit comment regarding the interim final rule on the <br/>Prohibition and Conditions for Importation of Burmese and Non-Burmese Covered Articles of <br/>Jadeite, Rubies, and Articles of Jewelry Containing Rubies and Jadeite.<br/><br/>Overall, the rules outlined in the Federal Register, Volume 74. No. 11 (January 16, 2009) <br/>accurately convey the language in the Tom Lantos Block Burmese JADE Act, HR 3890/Public <br/>law 110-286, which amends the Burmese Freedom and Democracy Act of 2003, in regards to <br/>jadeite and rubies mined or extracted from Burma and jewelry containing jadeite or rubies mined <br/>or extracted from Burma. This legislation and its subsequent enforcement will effectively deny <br/>the military regime in Burma of funds earned from the sale of gemstones that have assisted the <br/>military government in their ongoing campaign of terror against the people of Burma. <br/><br/>Recommendation 1- <br/>US Note 4(a), Chapter 71, HTSUS, &quot;provides that if an importer chooses to enter any good (or <br/>withdraws such good from warehouse for consumption) under 7103, 7113, or 7116 HTSUS, the <br/>presentation of this entry at the time of importation shall be deemed to be certification by the <br/>importer that any jadeite or rubies contained in such good were not mined or extracted from <br/>Burma.&quot;<br/><br/>It is recommended that, to support this certification, importers should be required, at their sole <br/>expense, to conduct random spot checks utilizing lab testing conducted by an independent <br/>gemological laboratory accredited by US Customs and Border Protection (CBP) to confirm the <br/>veracity of their certification of non-Burmese origin and to maintain records showing a history of <br/>this auditing process as a matter of due diligence. Records pertaining to this laboratory testing <br/>should be maintained for a period of at least (5) five years and should be made available to CBP <br/>or other enforcement agencies upon request.<br/><br/>Recommendation 2- <br/>Under Section 3A(c)(1) of the BFDA, the &quot;condition for importation is that the exporter of the <br/>non-Burmese covered article has implemented measures that have substantially the same effect <br/>and achieved the same goals as the measures described in section 3A(c)(2)(B)(i) through (iv).&quot; <br/>CBP has amended the regulations &quot;to require that, at the time of importation into the United <br/>States, the importer have in his possession a written certification from the exporter (&ldquo;exporter&rsquo;s <br/>certification&rdquo;) certifying that the jadeite or rubies were not mined or extracted from Burma, with <br/>verifiable evidence from the exporter that tracks the jadeite and rubies&quot; from the mine onward. <br/>This amended language is a very workable solution to help assure non-Burmese origin of <br/>imported jadeite and rubies.<br/><br/>It should be required of the importer that, to claim due diligence regarding their obligation to <br/>insure non-Burmese origin and to meet the minimum requirement to qualify as &ldquo;verifiable <br/>evidence&rdquo;, only government-validated certificates of origin should only be accepted from the <br/>country in which the jadeite or ruby is mined or extracted, providing the system of administration <br/>within the source country issuing such certification can fulfill all requirements stated in HR3890. <br/>There is anecdotal evidence related to alleged offers from non-US gemstone exporters to issue <br/>false documentation that would appear to meet minimum CBP requirements under the <br/>assumption CBP would be unable to verify the validity of these exporter certifications. Lacking <br/>any regulatory oversight over the standards regarding the issuance of the exporter documents <br/>could create an enforcement issue for CBP.<br/><br/>It is further recommended that any protocols related to the issuance of exporter&rsquo;s government-<br/>validated certification that guarantees non-Burmese origin should require random spot testing <br/>conducted by an independent gemological laboratory accredited by US Customs and Border <br/>Protection (CBP) to verify non-Burmese origin. Such testing should be at the sole expense of <br/>the exporter.<br/><br/>Recommendation 3- <br/>Section 3A(d)(1) allows for the re-importation of jadeite, rubies, or jewelry containing jadeite or <br/>rubies into the United States that &quot;are re-imported into the United States after having been <br/>previously exported from the United States, including those that accompanied an individual <br/>outside the United States for personal use, if they are re-imported into the United States by the <br/>same person who exported them, without having been advanced in value or improved in <br/>condition by any process or other means while outside the United States.&quot;<br/><br/>As a condition for export with the intent of re-importation, it should be a requirement that any <br/>exported Burmese-covered article is detailed in such a way (including item count, carat weight, <br/>dimensions, reason for export, and any other relevant details) on any CBP documentation that it <br/>will insure the identical article is the one considered for re-importation.<br/><br/>It should be required that with any non-Burmese covered jadeite or rubies exported for re-<br/>importation, upon re-importation the original Country of Origin Certificate would need to be <br/>included, plus a statement detailing any transformation that has occurred.<br/><br/>Recommendation 4- <br/>Section 3A(d)(2) allows for &quot;the importation of jadeite or rubies mined or extracted from a country <br/>other than Burma and articles of jewelry containing jadeite or rubies mined or extracted from a <br/>country other than Burma, that are imported by or on behalf of an individual for personal use and <br/>accompanying an individual upon entry into the United States.&quot;<br/><br/>There is a risk that an individual could interpret this language as a potential means to circumvent <br/>the sanctions by assuming the claim of &ldquo;personal use&rdquo;, either for themselves or as a carrier <br/>working on behalf of another individual, would exempt them from any regulations pertaining to <br/>the import of covered articles. It is recommended that increased scrutiny be placed on <br/>individuals claiming a &ldquo;personal use&rdquo; exemption and that random spot testing be conducted to <br/>verify the imported articles are in fact non-Burmese. In addition, it should be emphasized that <br/>this &ldquo;personal use&rdquo; exemption only applies to non-Burmese covered articles with no exception.<br/><br/>Recommendation 5-<br/>The legislation specifically requires &quot;a system of verifiable controls on the jadeite or rubies from <br/>mine to exportation demonstrating that the jadeite or rubies were not mined or extracted from <br/>Burma, and accompanied by officially-validated documentation certifying the country from which <br/>the jadeite or rubies were mined or extracted, total carat weight, and value of the jadeite or <br/>rubies.&quot; <br/><br/>Reliance on a &ldquo;paper-only&rdquo; system without any built-in safeguards to verify authenticity and <br/>accuracy of documentation is ill advised, as the opportunity for fraud exists. The &ldquo;system of <br/>verifiable controls&rdquo; should include a requirement for random spot lab testing.<br/><br/>Recommendation 6- <br/>It should be required that importers provide a written warranty to each buyer or ultimate <br/>consignee of non-Burmese jadeite or rubies and jewelry containing jadeite or rubies, affirming <br/>that an established system of verified controls from the mine to the supplier is in place and that <br/>officially-validated certification has accompanied the articles at all stages. Any warranty issued <br/>by the importer cannot rely solely on &ldquo;personal knowledge&rdquo; as sufficient evidence or proof of <br/>&ldquo;verifiable evidence&rdquo; in fulfilling obligations regarding verification of non-Burmese origin as stated <br/>in section 3A(c)(2)(B)(i) through (iv).<br/><br/>Recommendation 7- <br/>Under section 3(c)(1) of the BFDA, &quot;a specific condition for importation of non-Burmese covered <br/>articles it that the importer of non-Burmese covered articles maintain for a period not less than <br/>(5) five years from the date of entry of the non-Burmese covered article a full record of, in the <br/>form of reports or otherwise, complete information relating to any act or transaction related to the <br/>purchase, manufacture, or shipment of the non-Burmese covered article. The importer is further <br/>required to produce such information to the relevant United States authorities upon request.&quot;<br/><br/>The gemstone industry has, in the past, reported to have a &ldquo;five year supply&rdquo; of ruby from Burma <br/>in existing inventory in the United States. The requirement for the maintenance of verifiable <br/>records related to the mining, importation, and exportation of non-Burmese covered articles for a <br/>minimum of (5) five years should be maintained.<br/><br/>Economic Effects-<br/>Enforcement of the aforementioned rules pertaining to the prohibition of Burmese jadeite and <br/>rubies will prove to be an effective tool as part of the US government&rsquo;s efforts to enforce <br/>effective and targeted sanctions against nations that have committed agriegious human rights <br/>violations. In 2001, the Burmese regime was officially earning less than US $20 million at the <br/>government run gem auctions. In a six-year period, they have shown a 28x increase in revenue <br/>from this valuable natural resource. (Officially reported at US $562 million in 2007.) <br/><br/>The regime itself holds a majority share in every mining project in Burma. Partners in the mine <br/>are often senior government officials or close allies. They include Myanmar-Tagaung Company <br/>(a subsidiary of Hone Pan Company) owned by United Wa State Army (UWSA), described by <br/>the US State Department as the &quot;most heavily armed narco-traffickers&quot;, and Htoo Trading <br/>Company owned by U Tay Za, a well-known arms dealer and close accomplice of Senior <br/>General Than Shwe. Villages in the area of the mining operations have been forcibly relocated <br/>by the military as part of efforts to control gem resources. To quote Soe Myint, a leader in exile <br/>of detained opposition leader Aung San Suu Kyi&#39;s National League for Democracy, &ldquo;Most of the <br/>gems are mined by government firms, or those affiliated with the junta, the generals&#39; relatives <br/>and cronies...Whether it&#39;s jade, rubies or sapphires, locals cannot mine them anymore&hellip;. The <br/>local people have nothing else to do because all the land has been confiscated by the <br/>government and government companies.&quot;<br/><br/>Because the civilian population is often nothing more than exploitable (often unpaid, forced <br/>and/or child) labor, they receive very little direct income from the legitimate gem trade in Burma <br/>and any negative effect on them will be negligible. It is over four decades of corrupt and violent <br/>rule by Burma&rsquo;s generals that has caused the hardships facing the people of Burma, not any <br/>sanctions directed solely against the brutal leaders of the regime.<br/><br/>Conclusion-<br/>CBP is on the front lines of enforcement of trade prohibitions and is critical to the success of the <br/>JADE Act. The interim final rule provides an excellent platform that offers both very workable <br/>and realistic means to uphold the law as written and to support the spirit of the law drafted by the <br/>US Congress. <br/><br/>I have complete and total confidence in the effectiveness and efficiency of CBP in enforcing <br/>import regulations and maintaining secure borders. My company offers our full support to any <br/>CBP efforts related to this issue and commends your agency for your ongoing work. Feel free to <br/>contact me if I can offer any additional information that will assist you with your efforts.<br/><br/>Respectfully yours,<br/><br/>Brian Leber<br/>President<br/><br/>",may concern thank opportunity submit comment regarding interim final rule prohibition condition importation burmese non burmese covered article jadeite ruby article jewelry containing ruby jadeite overall rule outlined federal register volume january accurately convey language tom lantos block burmese jade act hr public law amends burmese freedom democracy act regard jadeite ruby mined extracted burma jewelry containing jadeite ruby mined extracted burma legislation subsequent enforcement effectively deny military regime burma fund earned sale gemstone assisted military government ongoing campaign terror people burma recommendation u note chapter htsus quot provides importer chooses enter good withdraws good warehouse consumption htsus presentation entry time importation shall deemed certification importer jadeite ruby contained good mined extracted burma quot recommended support certification importer required sole expense conduct random spot check utilizing lab testing conducted independent gemological laboratory accredited u custom border protection cbp confirm veracity certification non burmese origin maintain record showing history auditing process matter due diligence record pertaining laboratory testing maintained period least five year made available cbp enforcement agency upon request recommendation section bfda quot condition importation exporter non burmese covered article implemented measure substantially effect achieved goal measure described section iv quot cbp amended regulation quot require time importation united state importer possession written certification exporter ldquo exporter rsquo certification rdquo certifying jadeite ruby mined extracted burma verifiable evidence exporter track jadeite ruby quot mine onward amended language workable solution help assure non burmese origin imported jadeite ruby required importer claim due diligence regarding obligation insure non burmese origin meet minimum requirement qualify ldquo verifiable evidence rdquo government validated certificate origin accepted country jadeite ruby mined extracted providing system administration within source country issuing certification fulfill requirement stated anecdotal evidence related alleged offer non u gemstone exporter issue false documentation would appear meet minimum cbp requirement assumption cbp would unable verify validity exporter certification lacking regulatory oversight standard regarding issuance exporter document could create enforcement issue cbp recommended protocol related issuance exporter rsquo government validated certification guarantee non burmese origin require random spot testing conducted independent gemological laboratory accredited u custom border protection cbp verify non burmese origin testing sole expense exporter recommendation section allows importation jadeite ruby jewelry containing jadeite ruby united state quot imported united state previously exported united state including accompanied individual outside united state personal use imported united state person exported without advanced value improved condition process mean outside united state quot condition export intent importation requirement exported burmese covered article detailed way including item count carat weight dimension reason export relevant detail cbp documentation insure identical article one considered importation required non burmese covered jadeite ruby exported importation upon importation original country origin certificate would need included plus statement detailing transformation occurred recommendation section allows quot importation jadeite ruby mined extracted country burma article jewelry containing jadeite ruby mined extracted country burma imported behalf individual personal use accompanying individual upon entry united state quot risk individual could interpret language potential mean circumvent sanction assuming claim ldquo personal use rdquo either carrier working behalf another individual would exempt regulation pertaining import covered article recommended increased scrutiny placed individual claiming ldquo personal use rdquo exemption random spot testing conducted verify imported article fact non burmese addition emphasized ldquo personal use rdquo exemption applies non burmese covered article exception recommendation legislation specifically requires quot system verifiable control jadeite ruby mine exportation demonstrating jadeite ruby mined extracted burma accompanied officially validated documentation certifying country jadeite ruby mined extracted total carat weight value jadeite ruby quot reliance ldquo paper rdquo system without built safeguard verify authenticity accuracy documentation ill advised opportunity fraud exists ldquo system verifiable control rdquo include requirement random spot lab testing recommendation required importer provide written warranty buyer ultimate consignee non burmese jadeite ruby jewelry containing jadeite ruby affirming established system verified control mine supplier place officially validated certification accompanied article stage warranty issued importer rely solely ldquo personal knowledge rdquo sufficient evidence proof ldquo verifiable evidence rdquo fulfilling obligation regarding verification non burmese origin stated section iv recommendation section bfda quot specific condition importation non burmese covered article importer non burmese covered article maintain period le five year date entry non burmese covered article full record form report otherwise complete information relating act transaction related purchase manufacture shipment non burmese covered article importer required produce information relevant united state authority upon request quot gemstone industry past reported ldquo five year supply rdquo ruby burma existing inventory united state requirement maintenance verifiable record related mining importation exportation non burmese covered article minimum five year maintained economic effect enforcement aforementioned rule pertaining prohibition burmese jadeite ruby prove effective tool part u government rsquo effort enforce effective targeted sanction nation committed agriegious human right violation burmese regime officially earning le u million government run gem auction six year period shown increase revenue valuable natural resource officially reported u million regime hold majority share every mining project burma partner mine often senior government official close ally include myanmar tagaung company subsidiary hone pan company owned united wa state army uwsa described u state department quot heavily armed narco trafficker quot htoo trading company owned tay za well known arm dealer close accomplice senior general shwe village area mining operation forcibly relocated military part effort control gem resource quote soe myint leader exile detained opposition leader aung san suu kyi national league democracy ldquo gem mined government firm affiliated junta general relative crony whether jade ruby sapphire local mine anymore hellip local people nothing else land confiscated government government company quot civilian population often nothing exploitable often unpaid forced child labor receive little direct income legitimate gem trade burma negative effect negligible four decade corrupt violent rule burma rsquo general caused hardship facing people burma sanction directed solely brutal leader regime conclusion cbp front line enforcement trade prohibition critical success jade act interim final rule provides excellent platform offer workable realistic mean uphold law written support spirit law drafted u congress complete total confidence effectiveness efficiency cbp enforcing import regulation maintaining secure border company offer full support cbp effort related issue commends agency ongoing work feel free contact offer additional information assist effort respectfully brian leberpresident,0.9977,Positive
EPA-R03-OAR-2014-0169-0005,See Attached,see attached,0.0,Neutral
EPA-R03-OAR-2014-0169-0006,See Attached,see attached,0.0,Neutral
DOS-2012-0059-0006,Please find the attached comments in response to proposed revisions to Category XI of the United States Munitions List.  ,please find attached comment response proposed revision category xi united state munition list,0.6249,Positive
DOS-2012-0059-0007,Public comments submitted on behalf of the Association of University Export Control Officers (AUECO) in response to proposed changes to Category XI and the Definition of &quot;Equipment&quot;.,public comment submitted behalf association university export control officer aueco response proposed change category xi definition quot equipment quot,0.0,Neutral
DOS-2012-0059-0005,See attached file(s),see attached file,0.0,Neutral
DOS-2012-0059-0002,Please refer to attached file entitled &quot;Agilent-ITAR-XI-(RIN-1400-AD25).pdf&quot;,please refer attached file entitled quot agilent itar xi rin pdf quot,0.5267,Positive
DOS-2012-0059-0008,Public comments submited by the University of Virginia in response to the proposed rule to revise USML Category XI and Definition of Equipment (Document ID DOS-2012-0059-0001).,public comment submited university virginia response proposed rule revise usml category xi definition equipment document id do,0.0,Neutral
DOS-2012-0059-0003,"Please find attached the comments of General Electric Company, submitted by GE Aviation.",please find attached comment general electric company submitted ge aviation,0.3182,Positive
DOS-2012-0059-0004,See attached file(s),see attached file,0.0,Neutral
DOS-2013-0016-0004,Agilent Technologies comments on XI(c)(8) &quot;DRFM&quot; and XI(c)(14 &quot;tuners&quot;,agilent technology comment xi quot drfm quot xi quot tuner quot,0.0,Neutral
DOS-2013-0016-0009,Please find the attached comments from the University of Oklahoma.,please find attached comment university oklahoma,0.3182,Positive
DOS-2013-0016-0007,See attached file(s). Comments submitted by Esterline Technologies Corp.,see attached file comment submitted esterline technology corp,0.0,Neutral
DOS-2013-0016-0008,See attached file(s),see attached file,0.0,Neutral
DOS-2013-0016-0005,"XI(a)(5) contains specific and very generic listings.  For (i), the listings should have amplifying data.  While specially designed helps, there are many generic capabilities here whose military characteristics should be expounded on.<br/><br/>We need an answer to how we handle products where we have a prior CJ which does not discuss a parameter now on the revised USML.  We should have clear guidance as to whether that product will go back under USML controls because new parameters were added to the USML for that item, which were not discussed as a part of the CJ.  Examples are the new parameters for radomes and antennas under XI(c)(10) and (11).<br/><br/>XI(x) Entries on a License<br/>Wouldn&rsquo;t it be more appropriate to require the actual ECCN on the license instead of &ldquo;XI(x)&rdquo;?  When State staffs the license to Commerce how will Commerce know what ECCN that product is under?  At time of export, when we are required to present a license that cites XI(x) and we are required to cite the actual ECCN on the AES Record, how will CBP correlate those entries? <br/><br/>XI(a)(5)--XI(c) Circular Reasoning Issue<br/>The relationship between XI(a) and XI(c) should be clarified.   XI(a)(5)(i) refers to items &quot;that are specially designed to integrate, incorporate, network, or employ defense articles that are controlled in this subchapter&quot;.  XI(c) lists components that are specially designed for defense articles.  This dual reference to &quot;specially designed&quot; in both places creates unclarity.  A system could possibly fall under XI(a)(5) because it is specially designed to integrate, incorporate, network or employ &quot;defense articles&quot; controlled under XI(c)(1), (2) and (3).  For the XI(c)(1), (2), and (3) parts to be ITAR controlled, each subcategory requires the part to be &ldquo;designed for defense articles in this subchapter&rdquo;, looping back to the XI(a)(5) classification.  We suggest that XI(c) be treated independently of other USML Category XI sub-paragraphs in line with the concept of creating a positive list, and that the circular reference to &quot;specially designed&quot; in both XI(a)(5) and XI(c) be resolved.  <br/>.   <br/><span style='padding-left: 30px'></span><br/>",xi contains specific generic listing listing amplifying data specially designed help many generic capability whose military characteristic expounded need answer handle product prior cj discus parameter revised usml clear guidance whether product go back usml control new parameter added usml item discussed part cj example new parameter radome antenna xi xi entry licensewouldn rsquo appropriate require actual eccn license instead ldquo xi rdquo state staff license commerce commerce know eccn product time export required present license cite xi required cite actual eccn aes record cbp correlate entry xi xi circular reasoning issuethe relationship xi xi clarified xi refers item quot specially designed integrate incorporate network employ defense article controlled subchapter quot xi list component specially designed defense article dual reference quot specially designed quot place creates unclarity system could possibly fall xi specially designed integrate incorporate network employ quot defense article quot controlled xi xi part itar controlled subcategory requires part ldquo designed defense article subchapter rdquo looping back xi classification suggest xi treated independently usml category xi sub paragraph line concept creating positive list circular reference quot specially designed quot xi xi resolved,0.9423,Positive
DOS-2013-0016-0006,See attached file(s),see attached file,0.0,Neutral
DOS-2013-0016-0002,Thank you for this opportunity to review the ITAR amendment.  Attached are our suggested updates.<br/>Very Respectfully<br/>Greg<br/><br/>Greg Rassatt<br/>International Programs<br/>Joint Tactical Networking Center (JTNC)<br/>SIPRNET: greg.rassatt@navy.smil.mil<br/>Office:  619-524-5871<br/>Cell:   619-261-6422<br/> ,thank opportunity review itar amendment attached suggested update respectfullygreggreg rassattinternational programsjoint tactical networking center jtnc siprnet greg rassatt navy smil miloffice,0.6486,Positive
DOS-2013-0016-0003,Comments from Agilent Technologies pertaining to proposed XI(b)(3),comment agilent technology pertaining proposed xi,0.0,Neutral
DOS-2015-0073-0004,See attached file(s),see attached file,0.0,Neutral
DOS-2015-0073-0002,"March 10th, 2016<br/><br/>Re: Docket ID No. DOS_FRDOC_0001-3549 -  Comments on Amendments to the International Traffic in Arms Regulations: U.S. Munitions List Categories VIII and XIX (February 9th, 2016)<br/><br/>Dear Mr. C. Edward Peartree: <br/><br/>I appreciate the opportunity to provide comment to the Department of State regarding the International Traffic in Arms Regulations: U.S. Munitions List Categories VIII and XIX.  posted on February 9th, 2016<br/><br/>Comments on Proposed Amendments:<br/>The efforts of the current export control reform are a crucial part of moving forward into an updated and efficient export market economy while maintaining national security. I understand there are many considerations that drive each individual decision to amend the regulations. In-flight refueling technology is a crucial part of military operations presently and it is important that these remain as part of the USML. However, paragraph a(9) and paragraph a(12) could be combined into paragraph a(9) because these aircrafts contain technologies that are compatible with one another. While they should both remain on the USML, without the technology for the aircrafts that allow for them to receive the fuel in-flight there would not be a need for the aircrafts capable of refueling aircrafts in the air.<br/>If combining paragraphs a(9) and a(12) is not to be considered then I would recommend that paragraph a(12) be moved directly after paragraph a(9) shown as a(10) and the paragraphs after be moved down subsequently to a(11) and so on. <br/><br/>I thank the Department of Commerce for allowing the opportunity to comment on the amendments and I encourage the DOC to consider this comment, while a small recommendation, I believe that it would take a step in the right direction toward simplifying this part of the regulation without creating confusion.<br/>",march docket id comment amendment international traffic arm regulation munition list category viii xix february dear mr edward peartree appreciate opportunity provide comment department state regarding international traffic arm regulation munition list category viii xix posted february proposed amendment effort current export control reform crucial part moving forward updated efficient export market economy maintaining national security understand many consideration drive individual decision amend regulation flight refueling technology crucial part military operation presently important remain part usml however paragraph paragraph could combined paragraph aircraft contain technology compatible one another remain usml without technology aircraft allow receive fuel flight would need aircraft capable refueling aircraft air combining paragraph considered would recommend paragraph moved directly paragraph shown paragraph moved subsequently thank department commerce allowing opportunity comment amendment encourage doc consider comment small recommendation believe would take step right direction toward simplifying part regulation without creating confusion,0.9754,Positive
DOS-2015-0073-0005,See attached file(s),see attached file,0.0,Neutral
DOS-2015-0073-0003,"Why was h(2) dropped from the exception in the following note to Cat VIII to allow those aircraft that had items meeting h(2) integrated into them to be licensed under Commerce? The original note contained h(2-5)<br/><br/>&quot;Note: Inertial navigation systems, aided or hybrid inertial navigation systems, Inertial Measurement Units, and Attitude and Heading Reference Systems in paragraph (e), and parts, components, accessories, and attachments in paragraphs (h)(3)-(5), (7), (14), (17), or (19) are licensed by the Department of Commerce when incorporated in an aircraft subject to the EAR and classified under ECCN 9A610. Replacement systems, parts, components, accessories and attachments are subject to the controls of the ITAR.&quot;",dropped exception following note cat viii allow aircraft item meeting integrated licensed commerce original note contained quot note inertial navigation system aided hybrid inertial navigation system inertial measurement unit attitude heading reference system paragraph part component accessory attachment paragraph licensed department commerce incorporated aircraft subject ear classified eccn replacement system part component accessory attachment subject control itar quot,0.765,Positive
DOS-2015-0073-0006,Attached please find comments on the proposed rule RIN 1400-AD89 (81 FR 6797),attached please find comment proposed rule rin fr,0.3182,Positive
DOS-2011-0147-0002,See attached file(s),see attached file,0.0,Neutral
DOS-2011-0147-0003,Please find the attached comments from the Association of University Export Control Officers (AUECO).,please find attached comment association university export control officer aueco,0.3182,Positive
USCG-2004-18949-0003,"While the CG-705A form (Shipping Articles and Particulars of Engagement and Discharge) information remains pertinent, the form itself requires modification to allow for better handling in today&#39;s automated environment.  The CG-705A has not been revised since 1980. The form is printed on an odd size paper format requiring use of a traditional typewriter which few vessels carry any more.  The form instructions still refer to shipping commissioners and required reports to consuls which requirements have been removed from the USC long ago.<br/><br/>It has been advised that an alteration of form requires resubmission to OMB for control purposes, however, the control is not necessarily required for the format of the form but instead the information fields collected.  A data form schema should be mandated for the minimum amount of data to be collected but the form structure should be open to allow for modification within various OTS programs and automated forms packages.<br/><br/>It is noted that the USCG intends to engage industry comment on alternate collection methods but this should be required as part of the OMB&#39;s consideration to grant renewal of the data collection request so an action item is created to provide for a more technology friendly form design.  Examples of alternate forms can be supplied upon request.<br/><br/>",cg form shipping article particular engagement discharge information remains pertinent form requires modification allow better handling today automated environment cg revised since form printed odd size paper format requiring use traditional typewriter vessel carry form instruction still refer shipping commissioner required report consul requirement removed usc long ago advised alteration form requires resubmission omb control purpose however control necessarily required format form instead information field collected data form schema mandated minimum amount data collected form structure open allow modification within various ots program automated form package noted uscg intends engage industry comment alternate collection method required part omb consideration grant renewal data collection request action item created provide technology friendly form design example alternate form supplied upon request,0.9382,Positive
USTR-2014-0006-0003,See attached file(s),see attached file,0.0,Neutral
OTS-2007-0007-0006,See comment letter attached as PDF.<br/>,see comment letter attached pdf,0.0,Neutral
OTS-2007-0007-0003,"Attached April 24, 2007 letter.<br/>",attached april letter,0.0,Neutral
OTS-2007-0007-0007,See attachment<br/>,see attachment,0.296,Positive
OCC-2015-0007-0002,See Attached,see attached,0.0,Neutral
OCC-2015-0008-0004,See Attached,see attached,0.0,Neutral
OCC-2015-0008-0005,See Attached,see attached,0.0,Neutral
OCC-2015-0008-0003,See Attached,see attached,0.0,Neutral
OCC-2015-0008-0002,See Attached,see attached,0.0,Neutral
NOAA-NMFS-2017-0021-0006,"<span style='padding-left: 30px'></span>Just got done reading Mr. Bullard&#39;s &quot;no silver bullet&quot; letter. To me it sounded like a half hearted attempt at an apology<br/>   for the abysmal, inept,costly,and resource squaundering job nmfs is doing managing fisheries in the north east. <br/>   Nmfs budget grows while 8 years of overt privatization of the industry results in 90 percent cut backs in cod stocks  <br/>   and record numbers of boats being forced out of business. Yet he seems to double down on the status quo going forward<br/>   to fix what&#39;s going on. Is this leadership? <br/><span style='padding-left: 30px'></span>It wasn&#39;t that many years ago the future of ground fish stocks wasn&#39;t so bleak. That was under days at sea when a shared  <br/>   more democratic form of management was in place. If you go back ten years and look at stocks number of boats its not<br/>   hard to see what went wrong with the system. Nmfs got out of the regulation business and went into picking winners and <br/>   loser business. This isn&#39;t only a loss fir all the people who aren&#39;t fishing any longer but to future ones who won&#39;t be because <br/>   of this councils actions. <br/> <br/> <br/>",got done reading mr bullard quot silver bullet quot letter sounded like half hearted attempt apology abysmal inept costly resource squaundering job nmfs managing fishery north east nmfs budget grows year overt privatization industry result percent cut back cod stock record number boat forced business yet seems double status quo going forward fix going leadership many year ago future ground fish stock bleak day sea shared democratic form management place go back ten year look stock number boat hard see went wrong system nmfs got regulation business went picking winner loser business loss fir people fishing longer future one council action,-0.6369,Negative
NOAA-NMFS-2017-0021-0007,See attached file(s),see attached file,0.0,Neutral
NOAA-NMFS-2017-0021-0010,See attached file(s),see attached file,0.0,Neutral
NOAA-NMFS-2017-0021-0004,See Attached,see attached,0.0,Neutral
NOAA-NMFS-2017-0021-0003,"I like it. Managing fisheries, preserving fish populations, responding to the most up-to-date science - all things of which I approve. Make sure you&#39;re using data that&#39;s corroborated by multiple studies, just because biologists tend to exaggerate the significance of their results (frequentists, am I right?), but you&#39;re smart; I&#39;m sure you&#39;re doing that. Keep up the good work.",like managing fishery preserving fish population responding date science thing approve make sure using data corroborated multiple study biologist tend exaggerate significance result frequentists right smart sure keep good work,0.9042,Positive
NOAA-NMFS-2017-0021-0002,"cut all present quotas by 50%. it is clear that this agency is far too into helping commecial fish profiteers and allowing the national citizenrey of 325 million people to be ripped off for this small group of those making themselves rich out of decimating our oceans for their own enrichment. it is a shame that this federal agency in fact has been taken over by the vile, the rich, the voracious that will steal from the entire population to enrich themselves. ",cut present quota clear agency far helping commecial fish profiteer allowing national citizenrey million people ripped small group making rich decimating ocean enrichment shame federal agency fact taken vile rich voracious steal entire population enrich,0.0772,Positive
NOAA-NMFS-2017-0021-0005,"Sustainability is important more now than ever. I think policy makers are a step ahead when thinking of ways to conserve our U.S fisheries. Fisheries are an important source of revenue, nutrition, trade source and more for those who love in areas where fisheries are prominent. It was also documented by the NOAA that fisheries in the U.S contribute are large amount of revenue for the economy. Policy makers must ensure that we protect/ conserve the fish we still have as well as the environment that the fish inhabit. ",sustainability important ever think policy maker step ahead thinking way conserve fishery fishery important source revenue nutrition trade source love area fishery prominent also documented noaa fishery contribute large amount revenue economy policy maker must ensure protect conserve fish still well environment fish inhabit,0.9371,Positive
NOAA-NMFS-2017-0021-0009,See attached letter,see attached letter,0.0,Neutral
