CommectIds,Comments
IRS-2016-0054-0010,"I think all nuclear powered facilities should be decomissioned and use their existing diesel back up generating systems as the primary power source. Then use renewable and green Bio-diesel fuel made from industrial hemp as the primary fuel. This is not rocket science, hemp oil has been used as a fuel source since like, forever."
IRS-2016-0054-0007,See Attached
IRS-2016-0054-0004,"Mr. John Dalrymple<br/>Deputy Commissioner for Services and Enforcement<br/>CC:PA:LPD:PR (REG-112800-16), Room 5203 <br/>Internal Revenue Service<br/>P.O. Box 7604, Ben Franklin Station<br/>Washington, DC 20044<br/><br/>Dear Mr. Dalrymple:<br/><br/>Please accept the attached comments of the undersigned organizations on the proposed rule changes docketed as IRS-2016-0054, pertaining to IRS REG-112800-16. This proposed rule change was published in the Federal Register on December 29, 2016 (2016-31205).<br/><br/>Sincerely,<br/><br/>Sincerely,<br/><br/>Timothy Judson<br/>Executive Director<br/>Nuclear Information and Resource Service<br/>6930 Carroll Ave., Suite 340<br/>Takoma Park, MD 20912<br/><br/>Manna Jo Greene<br/>Environmental Director<br/>Hudson River Sloop Clearwater<br/>724 Wolcott Ave.<br/>Beacon, NY 12508<br/><br/>Deb Katz<br/>Executive Director<br/>Citizens Awareness Network<br/>P.O. Box 83<br/>Shelburne Falls, MA 01370<br/><br/>Dave Kraft<br/>Director<br/>Nuclear Energy Information Service<br/>3411 W Diversey Avenue, #16<br/>Chicago IL 60647"
IRS-2016-0054-0003,"Docket ID: IRS-2016-0054<br/><br/>&quot;Notice to The IRS and all Banks&quot;<br/><br/>Tax documents and Transcripts sent to Individuals,Federal Employers, or small business owners must be accurate.  Furnishings false documents and blacked out pages is fraudulent.  I&#39;m requesting that the agency review certain transcripts,  and determine that certain information was in fact withheld, and altered creating a unfair act of discrimination and fraud.<br/>This is also a legal attempt to collect all receivership funds or accounts in Wich I am entitled to receive.  <br/><br/>In good faith<br/><br/>Sincerely <br/><br/>Aaron C Ahern<br/>"
MARAD-2006-25549-0004,
MARAD-2006-25549-0003,
EPA-HQ-OAR-2013-0689-0486,see attachment
EPA-HQ-OAR-2013-0689-0368,See attached
EPA-HQ-OAR-2013-0689-0394,See attached
EPA-HQ-OAR-2013-0689-0385,See attached
EPA-HQ-OAR-2013-0689-0384,See attached
EPA-HQ-OAR-2013-0689-0383,See attached
EPA-HQ-OAR-2013-0689-0472,See attached
EPA-HQ-OAR-2013-0689-0374,See attached
EPA-HQ-OAR-2013-0689-0430,See attached
EPA-HQ-OAR-2013-0689-0402,See attached
EPA-HQ-OAR-2013-0689-0433,See attached
EPA-HQ-OAR-2013-0689-0464,See attached
EPA-HQ-OAR-2013-0689-0458,See attached
EPA-HQ-OAR-2013-0689-0456,See attached
EPA-HQ-OAR-2013-0689-0475,See attached
EPA-HQ-OAR-2013-0689-0454,See attached
EPA-HQ-OAR-2013-0689-0496,comment
EPA-HQ-OAR-2013-0689-0494,comment
EPA-HQ-OAR-2013-0689-0017,see attachment
EPA-HQ-OAR-2013-0689-0021,"Coal contains:   URANIUM and all of the decay products of uranium, ARSENIC, LEAD, MERCURY, Antimony, Cobalt, Nickel, Copper, Selenium, Barium, Fluorine, Silver, Beryllium, Iron, Sulfur, Boron, Titanium, Cadmium, Magnesium, THORIUM, Calcium, Manganese, Vanadium, Chlorine, Aluminum, Chromium, Molybdenum and Zinc.   There is so much of these elements in coal that cinders and coal smoke are actually valuable ores.   We should be able to get ALL THE URANIUM AND THORIUM WE NEED TO FUEL NUCLEAR POWER PLANTS FOR CENTURIES BY USING COAL CINDERS AND SMOKE AS ORE.   Unburned Coal and crude oil also contain BENZENE.  BENZENE causes leukemia.   We could get all of our uranium and thorium from coal ashes and cinders.   The carbon content of coal ranges from 96% down to 25%, the remainder being rock of various kinds.<br/>The uranium decay chain includes the radioactive gas RADON, which you are breathing.  Radon decays in about a day into polonium, the super-poison.<br/><br/>If you have cancer, check for benzene, dioxins, vinyl chloride, etcetera in your past.<br/>See: <br/>http://www.ornl.gov/info/ornlreview/rev26-34/text/colmain.html<br/>or<br/>http://clearnuclear.blogspot.com<br/>in case the ORNL site does not work.<br/><br/>Make coal fired power plants meet the same requirements for radiation release that nuclear power plants have to meet.&nbsp;They can&#39;t.<br/><br/>Chernobyl released as much radiation as a coal fired power plant releases EVERY 7 years and 5 months.  You get 100 to 400 times as much radiation from coal as from nuclear.  Natural gas can contain radon.<br/>"
EPA-HQ-OAR-2013-0689-0500,See Attached
EPA-HQ-OAR-2013-0689-0538,See Attached
EPA-HQ-OAR-2013-0689-0521,See attached
EPA-HQ-OAR-2013-0689-0518,See attached
EPA-HQ-OAR-2013-0689-0517,See attached
DOS-2012-0036-0002,"It is my opinion that the Dept. of State&#39;s assertions in paragraph titled &#39;Regulatory Analysis and Notes&#39; on pg. 29577 of Fed. Reg. Vol. 77, No. 97 regarding exemption from &sect; 553 (Rulemaking) and &sect; 554(Adjudications) of the Administrative Procedure Act, as well as exemption from provisions of 5 USC 553 and certain Executive Orders, is based on an inaccurate interpretation of primary departmental responsibility for the materials to be governed under the proposed rule. Since all materials to be covered under the proposed rule are military in nature or have potential military applications, the Dept. of Defense, not State, should have primary oversight in declaring or requesting exemption from federal rulemaking guidelines. Also, since the proposed rule directly affects the import or export of various commercially produced materials that would cross state borders or international boundaries, the Dept. of Commerce must also be included in any proposed rulemaking change.<br/>    Based on statements included in the proposed rule relative to the addition of certain language and the co-ordination of language, terms, and definitions between two existing lists (the USML and the CCL) resulting in the increased likelihood of financial impact on businesses producing and shipping controlled materials, the assertion made by State in its impact analysis relative to the Small Business Regulatory Enforcement Act of 1996 and Exec. Ords. 12372 and 13132 is woefully inadequate. The potential for signifigant, protracted and expensive litigation against any manufacturer or shipper deemed to be non-compliant or have violated provisions of the Regulation could well impose unbearable costs on businesses for compliance, mitigation or defense against legal action. Also, the likelihood of involvement of other federal agencies (e.g. Dept. of Transportation) in any investigative or prosecutorial actions for the aforementioned reasons could impose considerable additional costs not allowed for in P. R."
DOS-2012-0036-0003,AUECO comments on proposed changes to USML Category XIII.
FAR-2020-0009-0003,See attached file(s)
FAR-2020-0009-0004,See attached file.
FAR-2020-0009-0005,"Regarding the Federal Acquisition Regulation (FAR) proposed rule, I support the current list of articles deemed to be &quot;domestically nonavailable&quot;. Furthermore, I support the Buy American statute as a means of procuring articles for public use in federal government organizations.<br/><br/>However, as a citizen formerly involved with the DoD and GSA, I believe that we should be considering implementing or increasing incentives for private contractors to be researching and developing methods of procurement for the articles used in production of their goods, primarily those that originate from natural, agricultural sources. <br/><br/>It is not uncommon for our contracting processes to implement incentives for certain prerequisite conditions to be met by companies in order to be the favored manufacturer or provider of a good or service in bids for a contract. <br/><br/>In doing this, I envision that it will further increase societal goals toward developing a self-sustaining union independent of foreign sources in order to procure all articles needed for our continued function and success as a country. <br/><br/>By implementing this strategy in the form of contract conditions, we may be able to further the agenda of increasing our domestically available articles with little-to-no further investment by the government outside of that initially accounted for to fulfill government contracts.<br/><br/>Thank you for your time in reading my thoughts on this matter.<br/><br/>-Zachary Hurst"
FAR-2020-0009-0008,See the attached file from the International Wood Products Association.
FAR-2020-0009-0007,"President Trump has had an amazingly productive first term. Everyone is saying it. Even Abraham Lincoln is jealous. Here are just a few highlights:<br/><br/>* Torpedoed the Iran nuclear deal, which spurred Iran to speed up groundwork for nuclear weapons<br/>* Started a trade war with China, then put it on the back burner because he&#39;s made about Covid-19<br/>* Completely bungled the Covid-19 pandemic, resulting in over 3 million cases and 135,000 deaths<br/>* Started a smoldering love affair Kim Jong-Un, currently cooled off due to a lovers&#39; spat<br/>* Increased the US trade deficit<br/>* Exploded the nation debt from $20 trillion to over $25 trillion<br/>* Filled the swamp with former lobbyists who are taking advantage of the revolving door program<br/>* Replaced Obamacare with... nothing. Like vaporware the GOP health care plan does more and costs less. But you can&#39;t get it.<br/>* Managed to walk down a ramp despite leather shoes, the hot sun, a lot of salutes and an ice skating rink surface"
FAR-2020-0009-0002,"Industrial hemp yarn, fiber is domestically available and current small businesses have the capabilities of producing the U.S. demands for hemp fiber and yarn. As a former Contract Specialist and Officer, and current level III FAC/C certified, this is domestically available and waivers using Berry Amendment or Kissell is not needed. We are hemp procurement pioneers. I have the information and model set up for the federal government to produce and supply its own fiber and yarn from hemp. I have been working in the hemp supply chain since 2016 helping growers, processors, and manufacturers create supply chains around industrial hemp seed, grain, flower, and fiber&amp; hurd. All the processes we do are in accordance with Federal Acquisition Regulations and Processes. <br/><br/>I am finishing my masters at AMU and my thesis project is providing a conceptual framework and proposal for federal requirements utilizing industrial hemp. I will send that forward for your reading pleasure."
FAR-2020-0009-0006,"Global Tungsten and Powders, located in Towanda, Pennsylvania, is a leading domestic producer of tungsten powders and semi-finished components and is the largest smelter of tungsten in the Western World.  GTP appreciates the opportunity to submit comments regarding the notice of proposed rulemaking (FAR case 2020-009). Due to the presence of a competitive domestic industry that can meet the U.S. government&#39;s tungsten needs, GTP recommends the removal of tungsten from the list (FAR 25.104(a)) of domestically non-available articles enumerated under the Buy American Act statute. "
DOS-2012-0041-0002,"To clarify the proposed note to Category IX and make it more consistent with the corresponding related controls note (3) to proposed ECCN 0A614, we would recommend changing the proposed note to:<br/><br/>&quot;Note: Parts, components, accessories, or attachments that are common to a simulator controlled by ECCN 0A614.a and to a simulated system or an end-item that is enumerated in Category IX, elsewhere on the USML, or elsewhere on the CCL are controlled under the same USML Category or CCL ECCN as the parts, components, accessories, and attachments of such enumerated simulated system or end-item.&quot;<br/><br/>Thank you for your consideration."
BIS-2015-0023-0011,See Attached
BIS-2015-0023-0008,See Attached
BIS-2015-0023-0009,See Attached
BIS-2015-0023-0005,See Attached
BIS-2015-0023-0003,"See attached file(s)<br/><br/>Thank you,<br/><br/>Deborah Allen<br/>Trade Compliance Manager<br/>Scott Safety<br/>Monroe, NC  28110"
BIS-2015-0023-0010,See Attached
BIS-2015-0023-0004,"Controls on Military Protection Equipment in New 600 Series Category 1A607.f.<br/>The proposed language for paragraph 1A607.f. reads, <br/>&quot;f. Protection &quot;equipment&quot; . . .<br/>f.1. Not controlled by USML Category XIV(f); and<br/>f.2. &quot;Specially designed&quot; for military use and for defense against:<br/>f.2.1. Materials specified by USML Category XIV (a) or (b); or<br/>f.2.2. Riot control agents controlled in 1C607.a.&quot;<br/>Does this mean that filter cartridges containing the developmental sorbents funded by DoD in Category XIV (n) would be controlled under 1A607.f., or would they be controlled under USML XIV (f) or (n)?  <br/>Regarding filter cartridges that meet the requirements of specification PRF-EA-2251 for the M61 filter cartridge but do not contain ASZM-TEDA carbon:  Do these cartridges fall under USML category XIV (f) or (n), or are they controlled under 1A607.f.?<br/><br/>Comment on 1A607.a.<br/>The tear gas and riot control agents currently listed in USML Category XIV (d) have been dropped from the proposed language for Category XIV (d) and they do not reappear as they should in the proposed language for 1A607.a.<br/>"
BIS-2015-0023-0002,"I completely oppose this proposal.<br/><br/>With the new proposal published on June 3, the State Department claims to be &quot;clarifying&quot; the rules concerning &quot;technical data&quot; posted online or otherwise &quot;released&quot; into the &quot;public domain.&quot; To the contrary, however, the proposal would institute a massive new prior restraint on free speech.<br/><br/>Gunsmiths, manufacturers, reloaders, and do-it-yourselfers could all find themselves muzzled under the rule and unable to distribute or obtain the information they rely on to conduct these activities."
BIS-2015-0023-0007,See Attached
BIS-2015-0023-0006,See Attached
USCBP-2008-0111-0003,"To Whom It May Concern:<br/><br/>Thank you for the opportunity to submit comment regarding the interim final rule on the <br/>Prohibition and Conditions for Importation of Burmese and Non-Burmese Covered Articles of <br/>Jadeite, Rubies, and Articles of Jewelry Containing Rubies and Jadeite.<br/><br/>Overall, the rules outlined in the Federal Register, Volume 74. No. 11 (January 16, 2009) <br/>accurately convey the language in the Tom Lantos Block Burmese JADE Act, HR 3890/Public <br/>law 110-286, which amends the Burmese Freedom and Democracy Act of 2003, in regards to <br/>jadeite and rubies mined or extracted from Burma and jewelry containing jadeite or rubies mined <br/>or extracted from Burma. This legislation and its subsequent enforcement will effectively deny <br/>the military regime in Burma of funds earned from the sale of gemstones that have assisted the <br/>military government in their ongoing campaign of terror against the people of Burma. <br/><br/>Recommendation 1- <br/>US Note 4(a), Chapter 71, HTSUS, &quot;provides that if an importer chooses to enter any good (or <br/>withdraws such good from warehouse for consumption) under 7103, 7113, or 7116 HTSUS, the <br/>presentation of this entry at the time of importation shall be deemed to be certification by the <br/>importer that any jadeite or rubies contained in such good were not mined or extracted from <br/>Burma.&quot;<br/><br/>It is recommended that, to support this certification, importers should be required, at their sole <br/>expense, to conduct random spot checks utilizing lab testing conducted by an independent <br/>gemological laboratory accredited by US Customs and Border Protection (CBP) to confirm the <br/>veracity of their certification of non-Burmese origin and to maintain records showing a history of <br/>this auditing process as a matter of due diligence. Records pertaining to this laboratory testing <br/>should be maintained for a period of at least (5) five years and should be made available to CBP <br/>or other enforcement agencies upon request.<br/><br/>Recommendation 2- <br/>Under Section 3A(c)(1) of the BFDA, the &quot;condition for importation is that the exporter of the <br/>non-Burmese covered article has implemented measures that have substantially the same effect <br/>and achieved the same goals as the measures described in section 3A(c)(2)(B)(i) through (iv).&quot; <br/>CBP has amended the regulations &quot;to require that, at the time of importation into the United <br/>States, the importer have in his possession a written certification from the exporter (&ldquo;exporter&rsquo;s <br/>certification&rdquo;) certifying that the jadeite or rubies were not mined or extracted from Burma, with <br/>verifiable evidence from the exporter that tracks the jadeite and rubies&quot; from the mine onward. <br/>This amended language is a very workable solution to help assure non-Burmese origin of <br/>imported jadeite and rubies.<br/><br/>It should be required of the importer that, to claim due diligence regarding their obligation to <br/>insure non-Burmese origin and to meet the minimum requirement to qualify as &ldquo;verifiable <br/>evidence&rdquo;, only government-validated certificates of origin should only be accepted from the <br/>country in which the jadeite or ruby is mined or extracted, providing the system of administration <br/>within the source country issuing such certification can fulfill all requirements stated in HR3890. <br/>There is anecdotal evidence related to alleged offers from non-US gemstone exporters to issue <br/>false documentation that would appear to meet minimum CBP requirements under the <br/>assumption CBP would be unable to verify the validity of these exporter certifications. Lacking <br/>any regulatory oversight over the standards regarding the issuance of the exporter documents <br/>could create an enforcement issue for CBP.<br/><br/>It is further recommended that any protocols related to the issuance of exporter&rsquo;s government-<br/>validated certification that guarantees non-Burmese origin should require random spot testing <br/>conducted by an independent gemological laboratory accredited by US Customs and Border <br/>Protection (CBP) to verify non-Burmese origin. Such testing should be at the sole expense of <br/>the exporter.<br/><br/>Recommendation 3- <br/>Section 3A(d)(1) allows for the re-importation of jadeite, rubies, or jewelry containing jadeite or <br/>rubies into the United States that &quot;are re-imported into the United States after having been <br/>previously exported from the United States, including those that accompanied an individual <br/>outside the United States for personal use, if they are re-imported into the United States by the <br/>same person who exported them, without having been advanced in value or improved in <br/>condition by any process or other means while outside the United States.&quot;<br/><br/>As a condition for export with the intent of re-importation, it should be a requirement that any <br/>exported Burmese-covered article is detailed in such a way (including item count, carat weight, <br/>dimensions, reason for export, and any other relevant details) on any CBP documentation that it <br/>will insure the identical article is the one considered for re-importation.<br/><br/>It should be required that with any non-Burmese covered jadeite or rubies exported for re-<br/>importation, upon re-importation the original Country of Origin Certificate would need to be <br/>included, plus a statement detailing any transformation that has occurred.<br/><br/>Recommendation 4- <br/>Section 3A(d)(2) allows for &quot;the importation of jadeite or rubies mined or extracted from a country <br/>other than Burma and articles of jewelry containing jadeite or rubies mined or extracted from a <br/>country other than Burma, that are imported by or on behalf of an individual for personal use and <br/>accompanying an individual upon entry into the United States.&quot;<br/><br/>There is a risk that an individual could interpret this language as a potential means to circumvent <br/>the sanctions by assuming the claim of &ldquo;personal use&rdquo;, either for themselves or as a carrier <br/>working on behalf of another individual, would exempt them from any regulations pertaining to <br/>the import of covered articles. It is recommended that increased scrutiny be placed on <br/>individuals claiming a &ldquo;personal use&rdquo; exemption and that random spot testing be conducted to <br/>verify the imported articles are in fact non-Burmese. In addition, it should be emphasized that <br/>this &ldquo;personal use&rdquo; exemption only applies to non-Burmese covered articles with no exception.<br/><br/>Recommendation 5-<br/>The legislation specifically requires &quot;a system of verifiable controls on the jadeite or rubies from <br/>mine to exportation demonstrating that the jadeite or rubies were not mined or extracted from <br/>Burma, and accompanied by officially-validated documentation certifying the country from which <br/>the jadeite or rubies were mined or extracted, total carat weight, and value of the jadeite or <br/>rubies.&quot; <br/><br/>Reliance on a &ldquo;paper-only&rdquo; system without any built-in safeguards to verify authenticity and <br/>accuracy of documentation is ill advised, as the opportunity for fraud exists. The &ldquo;system of <br/>verifiable controls&rdquo; should include a requirement for random spot lab testing.<br/><br/>Recommendation 6- <br/>It should be required that importers provide a written warranty to each buyer or ultimate <br/>consignee of non-Burmese jadeite or rubies and jewelry containing jadeite or rubies, affirming <br/>that an established system of verified controls from the mine to the supplier is in place and that <br/>officially-validated certification has accompanied the articles at all stages. Any warranty issued <br/>by the importer cannot rely solely on &ldquo;personal knowledge&rdquo; as sufficient evidence or proof of <br/>&ldquo;verifiable evidence&rdquo; in fulfilling obligations regarding verification of non-Burmese origin as stated <br/>in section 3A(c)(2)(B)(i) through (iv).<br/><br/>Recommendation 7- <br/>Under section 3(c)(1) of the BFDA, &quot;a specific condition for importation of non-Burmese covered <br/>articles it that the importer of non-Burmese covered articles maintain for a period not less than <br/>(5) five years from the date of entry of the non-Burmese covered article a full record of, in the <br/>form of reports or otherwise, complete information relating to any act or transaction related to the <br/>purchase, manufacture, or shipment of the non-Burmese covered article. The importer is further <br/>required to produce such information to the relevant United States authorities upon request.&quot;<br/><br/>The gemstone industry has, in the past, reported to have a &ldquo;five year supply&rdquo; of ruby from Burma <br/>in existing inventory in the United States. The requirement for the maintenance of verifiable <br/>records related to the mining, importation, and exportation of non-Burmese covered articles for a <br/>minimum of (5) five years should be maintained.<br/><br/>Economic Effects-<br/>Enforcement of the aforementioned rules pertaining to the prohibition of Burmese jadeite and <br/>rubies will prove to be an effective tool as part of the US government&rsquo;s efforts to enforce <br/>effective and targeted sanctions against nations that have committed agriegious human rights <br/>violations. In 2001, the Burmese regime was officially earning less than US $20 million at the <br/>government run gem auctions. In a six-year period, they have shown a 28x increase in revenue <br/>from this valuable natural resource. (Officially reported at US $562 million in 2007.) <br/><br/>The regime itself holds a majority share in every mining project in Burma. Partners in the mine <br/>are often senior government officials or close allies. They include Myanmar-Tagaung Company <br/>(a subsidiary of Hone Pan Company) owned by United Wa State Army (UWSA), described by <br/>the US State Department as the &quot;most heavily armed narco-traffickers&quot;, and Htoo Trading <br/>Company owned by U Tay Za, a well-known arms dealer and close accomplice of Senior <br/>General Than Shwe. Villages in the area of the mining operations have been forcibly relocated <br/>by the military as part of efforts to control gem resources. To quote Soe Myint, a leader in exile <br/>of detained opposition leader Aung San Suu Kyi&#39;s National League for Democracy, &ldquo;Most of the <br/>gems are mined by government firms, or those affiliated with the junta, the generals&#39; relatives <br/>and cronies...Whether it&#39;s jade, rubies or sapphires, locals cannot mine them anymore&hellip;. The <br/>local people have nothing else to do because all the land has been confiscated by the <br/>government and government companies.&quot;<br/><br/>Because the civilian population is often nothing more than exploitable (often unpaid, forced <br/>and/or child) labor, they receive very little direct income from the legitimate gem trade in Burma <br/>and any negative effect on them will be negligible. It is over four decades of corrupt and violent <br/>rule by Burma&rsquo;s generals that has caused the hardships facing the people of Burma, not any <br/>sanctions directed solely against the brutal leaders of the regime.<br/><br/>Conclusion-<br/>CBP is on the front lines of enforcement of trade prohibitions and is critical to the success of the <br/>JADE Act. The interim final rule provides an excellent platform that offers both very workable <br/>and realistic means to uphold the law as written and to support the spirit of the law drafted by the <br/>US Congress. <br/><br/>I have complete and total confidence in the effectiveness and efficiency of CBP in enforcing <br/>import regulations and maintaining secure borders. My company offers our full support to any <br/>CBP efforts related to this issue and commends your agency for your ongoing work. Feel free to <br/>contact me if I can offer any additional information that will assist you with your efforts.<br/><br/>Respectfully yours,<br/><br/>Brian Leber<br/>President<br/><br/>"
EPA-R03-OAR-2014-0169-0005,See Attached
EPA-R03-OAR-2014-0169-0006,See Attached
DOS-2012-0059-0006,Please find the attached comments in response to proposed revisions to Category XI of the United States Munitions List.  
DOS-2012-0059-0007,Public comments submitted on behalf of the Association of University Export Control Officers (AUECO) in response to proposed changes to Category XI and the Definition of &quot;Equipment&quot;.
DOS-2012-0059-0005,See attached file(s)
DOS-2012-0059-0002,Please refer to attached file entitled &quot;Agilent-ITAR-XI-(RIN-1400-AD25).pdf&quot;
DOS-2012-0059-0008,Public comments submited by the University of Virginia in response to the proposed rule to revise USML Category XI and Definition of Equipment (Document ID DOS-2012-0059-0001).
DOS-2012-0059-0003,"Please find attached the comments of General Electric Company, submitted by GE Aviation."
DOS-2012-0059-0004,See attached file(s)
DOS-2013-0016-0004,Agilent Technologies comments on XI(c)(8) &quot;DRFM&quot; and XI(c)(14 &quot;tuners&quot;
DOS-2013-0016-0009,Please find the attached comments from the University of Oklahoma.
DOS-2013-0016-0007,See attached file(s). Comments submitted by Esterline Technologies Corp.
DOS-2013-0016-0008,See attached file(s)
DOS-2013-0016-0005,"XI(a)(5) contains specific and very generic listings.  For (i), the listings should have amplifying data.  While specially designed helps, there are many generic capabilities here whose military characteristics should be expounded on.<br/><br/>We need an answer to how we handle products where we have a prior CJ which does not discuss a parameter now on the revised USML.  We should have clear guidance as to whether that product will go back under USML controls because new parameters were added to the USML for that item, which were not discussed as a part of the CJ.  Examples are the new parameters for radomes and antennas under XI(c)(10) and (11).<br/><br/>XI(x) Entries on a License<br/>Wouldn&rsquo;t it be more appropriate to require the actual ECCN on the license instead of &ldquo;XI(x)&rdquo;?  When State staffs the license to Commerce how will Commerce know what ECCN that product is under?  At time of export, when we are required to present a license that cites XI(x) and we are required to cite the actual ECCN on the AES Record, how will CBP correlate those entries? <br/><br/>XI(a)(5)--XI(c) Circular Reasoning Issue<br/>The relationship between XI(a) and XI(c) should be clarified.   XI(a)(5)(i) refers to items &quot;that are specially designed to integrate, incorporate, network, or employ defense articles that are controlled in this subchapter&quot;.  XI(c) lists components that are specially designed for defense articles.  This dual reference to &quot;specially designed&quot; in both places creates unclarity.  A system could possibly fall under XI(a)(5) because it is specially designed to integrate, incorporate, network or employ &quot;defense articles&quot; controlled under XI(c)(1), (2) and (3).  For the XI(c)(1), (2), and (3) parts to be ITAR controlled, each subcategory requires the part to be &ldquo;designed for defense articles in this subchapter&rdquo;, looping back to the XI(a)(5) classification.  We suggest that XI(c) be treated independently of other USML Category XI sub-paragraphs in line with the concept of creating a positive list, and that the circular reference to &quot;specially designed&quot; in both XI(a)(5) and XI(c) be resolved.  <br/>.   <br/><span style='padding-left: 30px'></span><br/>"
DOS-2013-0016-0006,See attached file(s)
DOS-2013-0016-0002,Thank you for this opportunity to review the ITAR amendment.  Attached are our suggested updates.<br/>Very Respectfully<br/>Greg<br/><br/>Greg Rassatt<br/>International Programs<br/>Joint Tactical Networking Center (JTNC)<br/>SIPRNET: greg.rassatt@navy.smil.mil<br/>Office:  619-524-5871<br/>Cell:   619-261-6422<br/> 
DOS-2013-0016-0003,Comments from Agilent Technologies pertaining to proposed XI(b)(3)
DOS-2015-0073-0004,See attached file(s)
DOS-2015-0073-0002,"March 10th, 2016<br/><br/>Re: Docket ID No. DOS_FRDOC_0001-3549 -  Comments on Amendments to the International Traffic in Arms Regulations: U.S. Munitions List Categories VIII and XIX (February 9th, 2016)<br/><br/>Dear Mr. C. Edward Peartree: <br/><br/>I appreciate the opportunity to provide comment to the Department of State regarding the International Traffic in Arms Regulations: U.S. Munitions List Categories VIII and XIX.  posted on February 9th, 2016<br/><br/>Comments on Proposed Amendments:<br/>The efforts of the current export control reform are a crucial part of moving forward into an updated and efficient export market economy while maintaining national security. I understand there are many considerations that drive each individual decision to amend the regulations. In-flight refueling technology is a crucial part of military operations presently and it is important that these remain as part of the USML. However, paragraph a(9) and paragraph a(12) could be combined into paragraph a(9) because these aircrafts contain technologies that are compatible with one another. While they should both remain on the USML, without the technology for the aircrafts that allow for them to receive the fuel in-flight there would not be a need for the aircrafts capable of refueling aircrafts in the air.<br/>If combining paragraphs a(9) and a(12) is not to be considered then I would recommend that paragraph a(12) be moved directly after paragraph a(9) shown as a(10) and the paragraphs after be moved down subsequently to a(11) and so on. <br/><br/>I thank the Department of Commerce for allowing the opportunity to comment on the amendments and I encourage the DOC to consider this comment, while a small recommendation, I believe that it would take a step in the right direction toward simplifying this part of the regulation without creating confusion.<br/>"
DOS-2015-0073-0005,See attached file(s)
DOS-2015-0073-0003,"Why was h(2) dropped from the exception in the following note to Cat VIII to allow those aircraft that had items meeting h(2) integrated into them to be licensed under Commerce? The original note contained h(2-5)<br/><br/>&quot;Note: Inertial navigation systems, aided or hybrid inertial navigation systems, Inertial Measurement Units, and Attitude and Heading Reference Systems in paragraph (e), and parts, components, accessories, and attachments in paragraphs (h)(3)-(5), (7), (14), (17), or (19) are licensed by the Department of Commerce when incorporated in an aircraft subject to the EAR and classified under ECCN 9A610. Replacement systems, parts, components, accessories and attachments are subject to the controls of the ITAR.&quot;"
DOS-2015-0073-0006,Attached please find comments on the proposed rule RIN 1400-AD89 (81 FR 6797)
DOS-2011-0147-0002,See attached file(s)
DOS-2011-0147-0003,Please find the attached comments from the Association of University Export Control Officers (AUECO).
USCG-2004-18949-0003,"While the CG-705A form (Shipping Articles and Particulars of Engagement and Discharge) information remains pertinent, the form itself requires modification to allow for better handling in today&#39;s automated environment.  The CG-705A has not been revised since 1980. The form is printed on an odd size paper format requiring use of a traditional typewriter which few vessels carry any more.  The form instructions still refer to shipping commissioners and required reports to consuls which requirements have been removed from the USC long ago.<br/><br/>It has been advised that an alteration of form requires resubmission to OMB for control purposes, however, the control is not necessarily required for the format of the form but instead the information fields collected.  A data form schema should be mandated for the minimum amount of data to be collected but the form structure should be open to allow for modification within various OTS programs and automated forms packages.<br/><br/>It is noted that the USCG intends to engage industry comment on alternate collection methods but this should be required as part of the OMB&#39;s consideration to grant renewal of the data collection request so an action item is created to provide for a more technology friendly form design.  Examples of alternate forms can be supplied upon request.<br/><br/>"
USTR-2014-0006-0003,See attached file(s)
OTS-2007-0007-0006,See comment letter attached as PDF.<br/>
OTS-2007-0007-0005,
OTS-2007-0007-0003,"Attached April 24, 2007 letter.<br/>"
OTS-2007-0007-0007,See attachment<br/>
OTS-2007-0007-0004,
OCC-2015-0007-0002,See Attached
OCC-2015-0008-0004,See Attached
OCC-2015-0008-0005,See Attached
OCC-2015-0008-0003,See Attached
OCC-2015-0008-0002,See Attached
NOAA-NMFS-2017-0021-0006,"<span style='padding-left: 30px'></span>Just got done reading Mr. Bullard&#39;s &quot;no silver bullet&quot; letter. To me it sounded like a half hearted attempt at an apology<br/>   for the abysmal, inept,costly,and resource squaundering job nmfs is doing managing fisheries in the north east. <br/>   Nmfs budget grows while 8 years of overt privatization of the industry results in 90 percent cut backs in cod stocks  <br/>   and record numbers of boats being forced out of business. Yet he seems to double down on the status quo going forward<br/>   to fix what&#39;s going on. Is this leadership? <br/><span style='padding-left: 30px'></span>It wasn&#39;t that many years ago the future of ground fish stocks wasn&#39;t so bleak. That was under days at sea when a shared  <br/>   more democratic form of management was in place. If you go back ten years and look at stocks number of boats its not<br/>   hard to see what went wrong with the system. Nmfs got out of the regulation business and went into picking winners and <br/>   loser business. This isn&#39;t only a loss fir all the people who aren&#39;t fishing any longer but to future ones who won&#39;t be because <br/>   of this councils actions. <br/> <br/> <br/>"
NOAA-NMFS-2017-0021-0007,See attached file(s)
NOAA-NMFS-2017-0021-0010,See attached file(s)
NOAA-NMFS-2017-0021-0004,See Attached
NOAA-NMFS-2017-0021-0003,"I like it. Managing fisheries, preserving fish populations, responding to the most up-to-date science - all things of which I approve. Make sure you&#39;re using data that&#39;s corroborated by multiple studies, just because biologists tend to exaggerate the significance of their results (frequentists, am I right?), but you&#39;re smart; I&#39;m sure you&#39;re doing that. Keep up the good work."
